"question","design","value","theme_short_name","theme_explanation","overarching_theme_short_name","overarching_theme_explanation"
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","I think this might be even more comfortable than the watch so not very difficult","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","I think this might block some of my peripheral vision","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","I think this might block some of my peripheral vision","RoM","General feeling of being restricted, not tied to a specific activity.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","seems like this design is made to be worn with a hat, or is part of the hat, anyways, seems like you have to wear a hat to use it?","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","dont see any obvious difficulties","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","no difficulties seen","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","wrist","If a separate device from a smartwatch, it would feel uncomfortable wearing two wrist devices. May have connotations with ankle trackers.","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","wrist","If a separate device from a smartwatch, it would feel uncomfortable wearing two wrist devices. May have connotations with ankle trackers.","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","wrist","If a separate device from a smartwatch, it would feel uncomfortable wearing two wrist devices. May have connotations with ankle trackers.","SA","Concerns about appearance, looking odd, conspicuousness, or professionalism.","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","If wearing a helmet is required, the pin would not be sufficient to attach it near the head. Taking helmet off and reattaching the light logger will be annoying.  The pin may also damage head wear.","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","If wearing a helmet is required, the pin would not be sufficient to attach it near the head. Taking helmet off and reattaching the light logger will be annoying.  The pin may also damage head wear.","EU","Practical aspects like forgetting to put it on, switching between devices.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","The light logger may catch onto objects and remove them from the person wearing them. As they're not attached and merely placed upon the neck line.","AS","Worries about the logger falling off or not being secure.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","Necklace could be dangerous around heavy machinery and may not be allowed to be worn.","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","Necklace could be dangerous around heavy machinery and may not be allowed to be worn.","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","I can not think of a situation where wearing an armband would be difficult.","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","if you need to wear lots of layers","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","with layers","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","It could possibly get splashes of food/drink on it, but i think it would be easy to move.","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","It could possibly get splashes of food/drink on it, but i think it would be easy to move.","DR","Concerns about the logger breaking or being damaged.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","Might not be suitable for dress code situations.","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","would not want it on my face","SA","Concerns about appearance, looking odd, conspicuousness, or professionalism.","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","The light logger in clipped onto the t-shirt collar of the user.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","The light logger is attached to the frame of glasses for the user to wear","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","The llight logger can be placed on the rim of a warm hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","The light logger drapes over each shoulder with a sensor at each end resting on your chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","This light logger can be clipped onto your tshirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","This light logger is placed around the neck as a pendant on a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","This light jogger wrapped around your upper arm as an arm band","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","it is worn on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","cliped to your top","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","on the arms","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","collar of tshirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","on a tshirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","If worn on a jacket only limited use, if worn on a shirt could be forgotten about and data inaccurate","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","If worn on a jacket only limited use, if worn on a shirt could be forgotten about and data inaccurate","EU","Practical aspects like forgetting to put it on, switching between devices.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","you'd need to find material that is easy to attach it to.","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","I don't think it would be difficult to wear at all.","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","I don't think there are any situations or activities when wearing the light logger might be difficult.","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","wrist","Active hobbies, using a computer.","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","So long a it was comfortable I don't think it would make anything difficult.","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","wrist","I don't think it would it would be difficult to wear in any scenario","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","I don't think wearing it would be difficult","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","glasses","It wouldn't be difficult to wear","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","If you weren't wearing a hat you couldn't wear this.","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","It wouldn't be difficult to wear","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","It wouldn't be difficult to wear","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","necklace","It wouldn't be difficult to wear","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","It wouldn't be difficult to wear","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","Anytime when I would be too hot to wear a hat, so most of the time.","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","Anytime when I would be too hot to wear a hat, so most of the time.","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","Doing exercise or moving around a lot as it would swing around","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","wrist","When exercising or doing something creative","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","doing anything, it's unclear whether it is a pair of glasses or if it fits onto a pair of glasses - feels incredibly restrictive","RoM","General feeling of being restricted, not tied to a specific activity.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","when it is warm, when you are indoors doing regular tasks, when exercising","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","when it is warm, when you are indoors doing regular tasks, when exercising","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","when it is warm, when you are indoors doing regular tasks, when exercising","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","during exercise, when going outside, when doing household tasks","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","doing exercise, in a professional setting","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","doing exercise, in a professional setting","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","doing exercise, when putting on additional layers of clothing, during household tasks, in the workplace","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","doing exercise, when putting on additional layers of clothing, during household tasks, in the workplace","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","doing exercise, when putting on additional layers of clothing, during household tasks, in the workplace","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","on a shirt/jumper collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","badge on chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","on your sleeve","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","wrist","while doing housework like washing dishes","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","Not applicable","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","necklace","Not applicable","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","necklace","when doing household tasks and strenuous activity","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","in cold weather when the arm would be covered","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","During summer (too hot to wear a cap), might not be formal enough to wear at work","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","During summer (too hot to wear a cap), might not be formal enough to wear at work","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","The design seems like it might fall when you move your arms","AS","Worries about the logger falling off or not being secure.","OT_PU","General usability and practicality concerns across designs."
"Do you have any other comments on this survey?","general","Some of the designes were very attractive!","Misc","Miscellaneous comments about the survey or logger.","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","wrist","Where I live, at certain times of the year there is hardly any daylight.","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","I already have to wear glasses.","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","I don't often wear hats.","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","I can't think of any.","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","necklace","It could be annoying to some with it moving all the time.","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","I can't think of any.","none","N/A","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","It is placed on the wrist.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","It is placed on your clothing","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","It is placed on your glasses/face","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","It is placed on your clothing/t-shirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","It is placed around the upper arm.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Can you envision and elaborate on alternative designs for light loggers, specifically focused on enabling continuous wear?","general","Having it placed around your wrist is probably the most likely way to enable continuous wear without it interrupting daily activities","AltSugg","Participant ideas for other designs or improvements.","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","wrist","if they are not properly fit","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","it will be easier","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","glasses","I wear glasses all of the time, I think it would weight down the glasses on one side and be quite annoying","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","I wear glasses all of the time, I think it would weight down the glasses on one side and be quite annoying","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","I don't think it would inhibit movement everyday, if it's lightweight you would probably forget it's on there","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","I think if it was hot, you'd find it irritating","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","I think this would be easy to wear in any situation.","none","N/A","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","wrist","Wearing light logger can be difficult to wear at night and where there is no light. places like in the room or clubs at night.","SI","Specific concerns about the logger being difficult or uncomfortable to wear while sleeping.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","wrist","Wearing light logger can be difficult to wear at night and where there is no light. places like in the room or clubs at night.","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","In an interview and a meeting","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","In the bathroom","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","Wearing the light logger will be difficult in the office","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","It might be difficult to wear on bed or bathroom","SI","Specific concerns about the logger being difficult or uncomfortable to wear while sleeping.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","It might be difficult to wear on bed or bathroom","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","At work and at social places","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","wrist","If clothing restricted the space available","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","In anything that has a professional setting","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","In everyday as it looks unprofessional and would weigh down one side of the glasses","SA","Concerns about appearance, looking odd, conspicuousness, or professionalism.","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","In everyday as it looks unprofessional and would weigh down one side of the glasses","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","In everyday as it looks unprofessional and would weigh down one side of the glasses","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","That you would have to be wearing a hat which may be uncomfortable in some weathers and situations","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","That you would have to be wearing a hat which may be uncomfortable in some weathers and situations","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","If it didn't work with the clothing that I was wearing, depending on how it fixes to the clothing","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","If it is swinging from side to side when completing activities and moving","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","would just generally be irritating to wear","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","exercise such as running","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","wrist","OUTSIDE WHEN THE SUN IS SHINING","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","SLEEPING, BATHING, ETC","SI","Specific concerns about the logger being difficult or uncomfortable to wear while sleeping.","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","SLEEPING, BATHING, ETC","WR","Concerns about water exposure (showering, swimming, rain, dishes).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","I just don't like it","SA","Concerns about appearance, looking odd, conspicuousness, or professionalism.","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","on social occasions or at work","SA","Concerns about appearance, looking odd, conspicuousness, or professionalism.","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","on social occasions or at work","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","reaching heights.","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","necklace","general tasks.","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","it is not always possible to wear a hat and I find them uncomfortable for long periods of time. I do not train or relax in hats","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","it is not always possible to wear a hat and I find them uncomfortable for long periods of time. I do not train or relax in hats","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","it is not always possible to wear a hat and I find them uncomfortable for long periods of time. I do not train or relax in hats","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"Please describe, in your own words, the placement of the light logger in the body.","wrist","it is placed on the wrist, above the joint","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","it seems to clip onto ones shirt below the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","the logger is attached to the arms of glasses worn on the face and over the eyes","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","the logger is attached to a hat worn on the head","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","the logger is worn around the shoulders resting on the top of the torso","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","the logger is outfitted to the shirt of the wearer on the front of the torso","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","the logger is worn as a pendant around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","the logger is worn as a band around the bicep","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"In what situations or activities do you think wearing the light logger might be difficult","wrist","I think just practically its a bit of a waste, I'd much rather wear a smart watch on my wrist with other features","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","collarpin","Any social situation it looks so out of place and strange","SA","Concerns about appearance, looking odd, conspicuousness, or professionalism.","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","Any physical or social activity","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","Any physical or social activity","SA","Concerns about appearance, looking odd, conspicuousness, or professionalism.","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","hatpin","Anything that involves physical activity","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","Any situation, seems so cumbersome and pointless","CP","Physical sensations like irritation, weight, tightness, bulkiness, heat.","OT_CD","Concerns about the physical experience of wearing the logger (e.g. irritation, weight, bulk)."
"In what situations or activities do you think wearing the light logger might be difficult","neckloop","Any situation, seems so cumbersome and pointless","SA","Concerns about appearance, looking odd, conspicuousness, or professionalism.","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","chestpin","Would be difficult during exercise","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","Exercising, in work with uniform","AI","The logger hindering specific physical activities (work, sports, chores).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","Exercising, in work with uniform","CI","How the logger interacts with clothing (e.g., being covered by layers, damaging clothes, needing specific attire).","OT_PU","General usability and practicality concerns across designs."
"In what situations or activities do you think wearing the light logger might be difficult","sleevecollar","Exercising, in work with uniform","SitApp","Whether the design is suitable for specific contexts beyond just social (e.g., formal events, indoor vs. outdoor).","OT_SAp","Concerns related to social perception, appearance, and appropriateness of the logger."
"In what situations or activities do you think wearing the light logger might be difficult","glasses","In driving a car, I don't use glasses","PH","How the logger fits with existing habits (e.g., not wearing hats/glasses, already wearing a watch).","OT_PU","General usability and practicality concerns across designs."
